Time,THCP,THCP01,THCP02,THCP03,THCP04,THCP05,THCP06,THCP07,THCP08,THCP09,THCP10,THCP11,THCP12,THCP13,THCP14,THCP15,THCP16,THCP17,GAS,GAS01,GAS02,GAS03,GAS04,GAS05,GAS06,GAS07,GAS08,GAS09,GAS10,GAS11,GAS12,GAS13,GAS14,GAS15,GAS16,GAS17,GAS18,GAS19,GAS20,GAS21,GAS22,GAS23,GAS24,GAS25,GAS26,GAS27,GAS28,GAS29,GAS30,GAS31,GAS32,GAS33,GAS34,GAS35,GAS36,GAS37,GAS38,GAS39,GAS40,GAS41,GAS42
162.91893,212.21773,228.53775,251.55661,269.03844,265.77101,264.73366,220.20212,242.50822,252.65158,268.74798,264.07787,266.34137,226.64569,242.50524,236.76378,266.08128,266.57305,266.32497,2.4495277,2.7363028,3.3621877,3.4962011,3.3035802,3.0750214,2.4883592,2.6184152,2.5869385,4.1389847,3.624285,3.259259,2.7709301,2.5630114,2.2408453,4.7070045,3.8700398,3.311784,394.26149,394.26149,388.26923,383.65648,369.98054,395.95681,395.95681,388.65538,389.36745,377.27782,398.98337,398.98337,393.43229,394.47641,379.94968,398.32576,398.32576,398.32699,398.97882,376.8668,400.88049,400.88049,406.54317,402.91827,368.54652
163.23457,212.81019,227.79296,253.3731,268.69582,264.99647,263.4218,219.27642,240.74314,249.43923,268.3989,263.48742,265.29893,226.41199,241.55494,233.27763,266.56172,265.88199,265.38007,2.4279991,3.2190358,4.0625931,3.5332253,3.345693,3.1071921,2.5984966,2.5834441,2.4704133,4.0383246,3.5822597,3.2630664,2.6798311,2.5276852,2.1912735,4.5175838,3.7832531,3.3091998,365.20661,365.20661,355.80045,354.512,362.57206,368.29764,368.29764,357.46675,360.48077,371.00364,374.73379,374.73379,367.16128,372.4601,381.86367,394.28755,394.28755,388.45766,391.2515,394.60371,422.08389,422.08389,409.96383,407.40886,404.92963
163.50611,214.07064,228.90418,253.87652,268.21168,264.26123,262.29002,218.94827,238.30041,246.51651,267.81757,262.68729,264.12029,225.92174,240.00172,230.12498,267.04169,264.82701,264.48357,2.7357405,3.5096877,3.9189689,3.5178175,3.3756657,3.1465166,2.8414458,2.718643,2.5586635,3.8952234,3.5495108,3.3241612,2.6772733,2.5484204,2.2264119,4.4251236,3.7482954,3.342678,359.62051,359.62051,349.50884,337.44416,346.19892,383.43933,383.43933,377.3914,359.69906,363.25817,407.67667,407.67667,400.71783,379.80856,375.08256,425.65566,425.65566,412.27491,386.11405,377.56879,432.03414,432.03414,404.59083,374.23613,369.9444
163.82044,216.91392,231.01441,253.89908,267.56889,263.52849,261.39213,219.31376,237.81048,246.13336,267.01128,261.66985,262.98563,224.56375,236.99374,227.96375,267.4659,263.58008,263.67848,2.9592179,3.2522661,3.4645853,3.4567109,3.3869389,3.193901,3.1421916,3.1747301,3.1685554,3.7845081,3.5662168,3.392667,2.7293701,2.5453454,2.315447,4.380087,3.7730043,3.3736943,390.42653,390.42653,391.48117,375.83592,366.09823,399.95783,399.95783,400.1752,389.889,373.71554,400.1272,400.1272,399.79626,386.39906,367.0487,397.98579,397.98579,397.22134,377.81992,360.51537,398.10701,398.10701,398.85975,376.76999,360.84984
164.10345,220.42839,233.48995,255.06058,266.76938,262.76672,260.59811,221.05467,238.4967,248.09977,265.86488,260.54504,262.08614,223.27022,233.63146,225.52422,267.48646,262.48642,263.06021,2.7515087,2.8383561,4.1589611,3.3987698,3.3857135,3.2660081,3.7770857,3.3684932,4.1822211,3.6501337,3.5739686,3.5276597,2.8423134,2.6752179,2.422347,4.1656488,3.8169563,3.4227599,370.82281,370.82281,370.89785,369.48366,363.6963,376.04851,376.04851,375.89699,369.06683,362.36609,386.85518,386.85518,387.37878,376.77079,368.30253,405.87932,405.87932,407.08652,396.80123,386.84159,436.54603,436.54603,429.83427,414.01903,400.55914
164.42925,224.10198,235.58607,254.70672,265.8549,262.01429,259.95277,222.87585,240.03227,246.70067,264.61706,259.51111,262.56706,224.83414,233.94813,223.45477,266.76507,262.43325,262.58376,2.7388013,2.9052668,3.8027459,3.3595849,3.4057282,3.3571884,3.4402792,3.130612,3.4376168,3.5838493,3.6144337,3.8208567,3.5881061,3.3856837,2.5495117,4.161076,4.4041576,3.5787068,383.2481,383.2481,382.29663,376.00691,366.83715,397.32662,397.32662,397.01543,390.33133,381.6471,406.42905,406.42905,405.64299,399.31951,391.53554,425.87758,425.87758,420.71839,407.08811,397.62993,432.23915,432.23915,427.21044,410.04744,398.90558
164.72187,226.45258,237.70636,255.91434,264.94508,261.29608,259.58124,224.83424,241.72609,242.97911,263.60133,258.62073,263.8188,227.19647,236.05331,222.83079,266.28815,262.8144,262.24388,2.677613,3.0219789,4.0282647,3.3154183,3.4210396,3.4208816,2.9004382,3.229132,3.0970594,3.5662804,3.6714668,4.1966696,3.5611602,3.5192906,2.7426124,4.4035339,5.0450719,3.7264222,397.84904,397.84904,380.88028,373.40232,357.15462,394.69545,394.69545,377.95311,373.1914,360.55129,392.08925,392.08925,379.12295,375.9958,357.69632,386.1019,386.1019,381.26792,376.2978,359.84113,377.0783,377.0783,367.08396,365.51167,364.95068
165.00939,227.62161,240.21249,261.14327,264.15526,260.66044,259.60776,227.3554,244.33343,242.17157,262.81524,257.90497,264.68003,228.89971,237.37974,223.19387,266.08199,263.32078,262.02923,2.7065098,3.4514627,5.707322,3.3017097,3.4635838,3.4914559,2.9797949,4.0947209,3.3456727,3.5760533,3.7461024,4.0095472,3.4148113,4.0640548,2.889269,4.8035854,5.0963357,3.789857,383.60568,383.60568,366.52386,354.87717,341.12624,381.24705,381.24705,367.83312,355.36129,345.66825,383.80471,383.80471,373.24333,361.11372,347.67747,396.6283,396.6283,383.9489,362.74121,353.43797,417.87376,417.87376,401.91837,373.54178,364.25463
165.31743,228.97807,244.00986,267.86158,263.40861,260.11941,259.76151,230.19704,249.25356,243.69728,262.04623,257.28004,264.75283,230.77272,237.37101,223.66183,266.442,264.10619,261.9424,2.9041306,4.384117,7.1744091,3.3150813,3.5181103,3.598348,3.2257598,4.779032,3.8390509,3.5944441,3.8113691,3.8428119,3.6077406,4.0360949,2.9312613,5.2510744,4.8749893,4.0772609,343.30255,343.30255,358.22071,354.53341,350.99922,354.48098,354.48098,364.88298,361.05543,360.57804,362.9352,362.9352,372.0967,368.70525,367.00003,371.26685,371.26685,378.19649,371.27538,373.51688,369.25984,369.25984,378.13942,377.67671,380.30579
165.62827,231.44708,252.47557,271.79735,262.60381,259.70616,260.01008,234.18584,252.88545,244.43558,261.17276,256.69869,264.4877,234.74465,236.49084,224.18917,266.90435,265.31146,262.00559,3.1834747,6.1792849,6.3640519,3.2476269,3.5220738,3.6420207,3.6035162,4.5332354,3.7607675,3.446274,3.7284189,3.8692156,3.867633,3.5514615,2.9163877,4.3293511,4.6759959,4.1526559,323.32174,323.32174,331.57983,320.28905,327.77391,337.23752,337.23752,340.53119,328.74699,342.53188,342.61301,342.61301,346.32725,344.93131,350.34642,351.33832,351.33832,355.74395,352.00592,355.19296,369.77792,369.77792,374.69043,364.73183,363.40786
165.90444,234.06194,261.87455,272.18784,261.81787,259.54123,260.37296,241.36018,252.94788,243.43295,260.39968,256.3405,264.15449,240.01588,235.64146,224.41585,266.41181,265.48786,262.29015,3.4841808,7.2062192,5.1562622,3.2172577,3.535159,3.6480774,4.5871461,4.4799938,3.7839102,3.4042401,3.6737495,3.7779771,4.7529163,3.4628339,2.8928955,4.049422,4.3487292,4.3162649,324.76487,324.76487,336.94701,303.96941,312.52238,326.42593,326.42593,351.3629,326.19434,339.94072,335.48482,335.48482,366.02882,358.44987,365.46818,353.20735,353.20735,379.61526,376.34038,385.66998,370.28201,370.28201,390.84832,390.90993,402.55162
166.20364,236.72558,268.91777,271.81125,261.07571,259.63883,260.82278,246.81756,252.16443,243.10459,259.84147,256.13468,263.90055,242.88211,234.69508,223.92008,265.39428,265.06112,263.05077,3.8508755,7.1841129,5.1670031,3.2125916,3.5318472,3.6575441,5.5523259,4.3689453,3.8734279,3.3975275,3.6542941,3.7110282,5.0038656,3.4631352,2.8638094,3.8064679,4.060489,4.4173127,307.33544,307.33544,327.92407,300.10681,335.97649,309.96375,309.96375,328.81844,327.74769,351.12116,318.50208,318.50208,330.11214,338.47237,358.10792,329.44782,329.44782,338.79164,339.34985,358.34455,349.39896,349.39896,351.23059,344.07517,363.69376
166.52996,241.24163,273.87696,271.71815,260.33609,259.93146,261.38978,248.9622,252.00697,242.55546,259.50024,256.06723,264.10258,242.60553,233.4652,223.66625,264.23545,264.81972,264.17365,4.2993689,6.3509745,5.4175862,3.2248516,3.5480707,3.6820933,5.4349728,4.5726141,3.71571,3.4412173,3.6908978,3.700384,4.3905228,3.4133548,2.8513403,3.7034969,3.9554107,3.9655117,293.15876,293.15876,305.66887,291.40144,304.43635,303.4,303.4,317.35606,306.24853,317.01203,320.60029,320.60029,331.97835,320.77121,326.71985,340.4079,340.4079,350.09852,323.22335,331.74779,355.5726,355.5726,362.3244,326.59239,339.27687
166.83668,248.74134,277.2256,271.7191,259.70009,260.24051,261.9875,251.23828,251.74879,243.82719,259.48149,256.58687,264.94658,240.70919,232.2815,224.42179,263.12913,265.80611,264.81319,5.3470114,5.6744286,4.8769069,3.2289604,3.5486905,3.6649431,5.1675221,4.5861125,4.2709479,3.4834934,3.707792,3.6702112,3.932879,3.320679,2.8946969,3.6776333,4.0360415,3.6809853,295.56809,295.56809,324.84169,291.63133,297.69173,316.46595,316.46595,335.91446,311.33234,313.28165,329.61928,329.61928,342.47034,320.10185,322.63679,332.56318,332.56318,347.1228,317.6458,331.30635,336.0259,336.0259,352.77207,335.40281,344.13965
167.11601,255.50108,279.31102,268.25804,259.33426,260.58312,262.55402,251.41603,249.53781,247.67507,259.34848,257.15339,265.7272,238.40176,231.29889,225.27204,263.53706,268.08225,265.15425,6.007155,5.3238192,4.1246376,3.2541851,3.5447153,3.6542422,4.5705715,3.8514537,5.0136394,3.4988613,3.676945,3.6430626,3.5591763,3.1571226,2.9448023,3.7311276,4.0542263,3.5967923,302.07744,302.07744,319.94175,299.4778,306.62686,315.74967,315.74967,327.05669,310.60831,319.53678,318.49545,318.49545,331.57663,312.93274,329.59851,321.91699,321.91699,337.61244,331.8598,340.59973,328.53707,328.53707,342.18467,345.32191,345.51839
167.4251,260.85481,280.99217,262.32011,259.34683,261.38168,263.16695,250.53989,246.83988,251.17302,259.48134,257.72555,266.0123,235.93086,230.31461,225.01371,265.52381,269.18178,265.56333,6.1368954,4.9058956,3.8311978,3.3486395,3.5955091,3.6684929,3.990028,3.3284838,5.0143636,3.5259535,3.6408563,3.6309189,3.3096742,2.9840132,3.1736863,3.8015767,3.9530885,3.5708694,301.35728,301.35728,311.16634,299.84648,314.36197,304.18939,304.18939,313.80219,307.28555,320.97125,301.70561,301.70561,313.73846,316.03563,326.72726,300.77523,300.77523,313.75653,324.06447,329.42112,309.75409,309.75409,318.81041,325.97689,327.08246
167.71241,265.11636,280.72721,260.60423,259.52146,263.42721,263.87529,252.51507,245.76616,252.68735,260.86117,259.07218,265.95991,233.48982,228.5089,225.23808,267.07471,269.13394,265.91301,6.5444137,5.1573241,3.8026929,3.5051855,3.7831433,3.6784321,4.5622809,3.2901508,4.3724204,3.6694693,3.6934696,3.5946401,3.2606798,2.9626287,3.6937264,3.8802061,3.8427495,3.5611745,289.55282,289.55282,292.9189,292.74129,304.19989,285.52579,285.52579,291.55342,296.65214,305.44428,282.54609,282.54609,290.09449,299.03153,305.18781,285.15925,285.15925,293.43826,301.35639,302.39019,301.79477,301.79477,302.4099,301.08845,296.33459
168.04761,261.43998,281.38603,260.12535,260.07741,266.50544,264.56727,255.1877,245.11215,253.45355,263.7123,260.59394,265.74561,231.02612,225.53087,226.85912,268.73006,268.74922,266.09607,5.7236646,5.8328453,4.0055513,3.7328649,4.2518811,3.6597875,5.2586435,3.4430599,3.7115725,4.0107985,3.8145026,3.5741402,3.336866,3.0188034,3.9988848,4.0650787,3.8020638,3.5494937,275.18614,275.18614,276.3573,280.2511,284.18539,272.78008,272.78008,276.14625,281.12574,284.70725,271.97927,271.97927,275.71087,283.55987,285.46945,277.46924,277.46924,283.35181,286.05507,280.85929,288.99727,288.99727,287.88762,282.02722,275.8412
168.34977,255.4823,283.99409,262.0505,262.51836,269.32973,265.12233,254.34349,246.45412,254.41664,265.72371,261.68542,265.52055,228.94711,223.58889,230.96024,270.04669,268.50904,266.11231,4.3567549,6.1949405,4.4875725,4.3282894,4.555823,3.618088,5.1781431,3.6471985,3.5185675,5.0090243,4.0036206,3.553944,3.4772312,3.0583889,3.7353998,4.3082285,3.8333646,3.5146454,276.0938,276.0938,270.26548,270.28767,269.64385,269.6235,269.6235,267.52578,269.09213,270.22979,269.47354,269.47354,270.24861,272.88415,271.81776,269.48694,269.48694,273.87325,274.69693,270.25966,276.09352,276.09352,275.56647,273.18358,268.86834
168.6204,254.43687,286.2193,264.07875,266.20196,270.79754,265.44636,251.2321,248.96609,254.91966,267.72906,262.52166,265.40077,228.82174,223.69513,235.15059,270.34197,268.46138,265.98047,4.0649873,6.3893075,5.0305679,4.814299,4.4877602,3.5617478,4.8470325,3.9641757,3.6825895,6.0768106,4.1392157,3.5420303,3.6218435,3.1427912,4.0102862,4.5970312,3.9213608,3.5209788,277.37461,277.37461,271.30816,269.20614,262.68697,276.09812,276.09812,265.87323,262.98423,260.97415,271.09273,271.09273,265.2209,266.11672,265.18176,265.60297,265.60297,266.23496,267.4631,265.81636,269.15544,269.15544,267.42194,266.29612,265.10992
168.92021,255.80364,286.56798,266.17734,268.30634,271.48328,265.63685,250.96574,251.80611,255.89395,269.81806,263.11813,265.36227,230.47691,225.15148,239.18893,270.52165,268.54375,265.79324,4.6670642,5.9160588,5.857805,4.7130663,3.9662588,3.5168152,5.4314101,4.512691,4.5519129,6.5130052,4.1807187,3.5968651,3.9552002,3.3536247,5.2317256,5.1176017,4.0184736,3.5801752,273.7089,273.7089,271.9684,270.91192,263.98009,273.00375,273.00375,268.45507,265.3826,255.8932,271.88391,271.88391,261.4791,259.40262,259.5111,267.89121,267.89121,260.2926,261.3027,261.11593,264.05027,264.05027,261.02457,260.18224,260.93209
169.21017,258.5824,285.23241,267.7779,268.51425,271.70074,265.79573,253.89032,255.32539,258.24994,270.50688,263.68191,265.37373,233.27959,227.43031,243.98172,271.62342,268.62538,265.6372,5.5979267,5.0015868,6.3288937,4.0418744,3.7596264,3.5039562,6.667974,5.5206761,6.0181315,5.5330645,4.1140116,3.6510194,4.3441655,3.6875758,6.2844543,5.3883603,4.0786389,3.6152434,267.35399,267.35399,268.52655,270.09241,267.56298,266.87479,266.87479,266.62626,267.72626,259.48015,265.94988,265.94988,260.67237,256.939,251.09802,264.72628,264.72628,253.14119,252.63057,256.8067,260.9192,260.9192,256.16637,259.52561,272.98281
169.52726,260.13825,284.18639,267.75591,268.15581,271.54459,266.0181,257.12234,259.33118,260.79232,271.48242,264.32667,265.37787,235.72969,230.36232,249.31217,273.27274,268.62684,265.55345,5.775918,4.6529199,5.8897753,3.9847753,3.7306617,3.4829289,7.2983335,6.315362,6.2224331,4.5203111,4.0354465,3.6401724,4.5966871,3.9674742,5.4414949,5.8175709,4.1721798,3.6196028,262.14098,262.14098,260.25802,263.84005,265.52694,262.89625,262.89625,259.78128,263.86861,261.36676,261.05317,261.05317,256.39686,256.52336,250.64598,258.15461,258.15461,258.27401,244.10014,288.82443,263.74953,263.74953,296.15664,286.77242,320.20566
169.83843,263.64493,283.79831,266.93521,269.29175,271.23363,266.36007,260.10205,261.96542,261.9187,274.09589,264.94877,265.39065,238.7523,233.88201,254.33405,275.3683,268.56638,265.48076,5.8143968,4.8352814,5.337625,4.6549014,3.7496546,3.4486249,6.6445668,5.6424531,5.0405038,4.7599102,4.0424818,3.6390762,4.8320144,4.1499476,4.2219704,5.9655556,4.2426228,3.6405575,262.78375,262.78375,253.01138,251.48568,256.32185,264.7528,264.7528,257.4679,256.41056,258.91156,260.45437,260.45437,274.20781,258.14062,285.34715,261.52505,261.52505,297.59382,276.07774,315.02999,301.27597,301.27597,313.55403,315.62354,327.54434
170.13429,264.65026,282.58145,266.43767,271.32977,270.89069,266.56262,262.27414,262.99051,262.83198,276.38084,265.48945,265.43404,244.65508,237.36447,256.90188,276.61743,268.46087,265.35831,6.1007542,5.3290335,5.1717155,5.4973097,3.7631974,3.4004552,5.5949252,4.6563473,4.2663994,4.7383902,3.99662,3.5907007,5.6271092,4.2820398,4.36914,5.3037892,4.2354937,3.6311377,263.45711,263.45711,258.90185,245.0518,258.13246,266.00051,266.00051,276.01053,268.83729,291.94175,278.76892,278.76892,297.43038,295.04803,312.87916,313.99033,313.99033,321.27364,319.89911,321.4948,339.43196,339.43196,335.47072,330.29334,325.6292
170.42465,264.36516,280.40255,265.69767,273.30904,270.46313,266.46037,264.05142,263.69259,262.98732,278.16356,265.94895,265.41552,250.54982,240.68582,257.94308,277.89807,268.35196,265.21697,5.4567369,5.5960678,4.860396,5.3212992,3.6632976,3.329087,5.4752213,4.6005522,4.0858028,4.4728866,3.910603,3.5491593,6.3436884,4.355814,4.6529809,5.0520217,4.2572399,3.6458055,268.84326,268.84326,277.44255,284.26363,301.42722,281.88918,281.88918,308.26049,317.73583,314.15506,311.31591,311.31591,335.24503,330.84274,317.48464,331.56451,331.56451,345.5785,335.75075,319.76787,363.35085,363.35085,350.9074,341.97444,322.1263
170.73376,264.39294,278.16335,264.28872,274.37373,269.95798,266.17184,264.88964,265.25323,262.05004,279.5029,266.3081,265.32933,255.20936,243.74227,258.59341,280.13166,268.497,265.11106,5.1220505,5.5186788,4.1938472,4.3270646,3.5405421,3.2750526,5.5279753,5.2727538,4.1459621,4.3797377,3.8745292,3.5449115,6.7232478,4.4475511,4.1097254,5.158462,4.3009482,3.6697258,278.46061,278.46061,295.98944,321.03627,314.42315,285.73683,285.73683,320.19276,327.40455,315.76954,305.8147,305.8147,329.55001,328.08783,313.71131,333.23725,333.23725,333.39657,328.5587,310.46159,347.3639,347.3639,334.49801,328.04524,305.29417
171.0284,264.84202,275.89651,263.41369,274.35077,269.4188,265.79335,265.00286,267.31311,260.59634,280.17023,266.71383,265.18332,258.14146,247.0686,258.83288,282.94436,269.536,265.34824,5.4318953,4.8451495,4.2203605,3.65292,3.443418,3.2818383,4.9438577,5.9175573,4.116848,4.2396576,3.9131868,3.5905945,6.0644007,4.6783358,3.6669712,5.3636029,4.785875,3.7906471,282.58483,282.58483,291.10241,312.9817,310.3639,290.35004,290.35004,309.49187,319.28952,309.88649,322.28238,322.28238,330.16941,325.57589,308.54559,342.88206,342.88206,338.71057,332.18236,313.73024,347.84716,347.84716,349.50109,344.82673,328.97964
171.32691,264.80786,272.77838,262.2582,273.8905,268.90536,265.39317,264.91551,267.38626,258.71832,280.23261,267.11554,264.97375,259.98735,250.75947,258.82636,284.33431,271.06016,266.08384,5.3860641,3.6549532,4.1321103,3.4816489,3.4246302,3.3125533,4.7780444,5.1435321,3.7201673,4.1781034,3.9398995,3.594412,4.9470014,5.3311944,3.4153245,5.5230766,4.8307488,3.8125043,288.80766,288.80766,303.58407,321.92976,319.47979,306.12362,306.12362,323.60007,330.68772,328.00415,322.98848,322.98848,332.11853,336.48929,336.4821,338.66485,338.66485,341.83252,346.73154,346.17753,361.31944,361.31944,361.45173,357.47322,351.8098
171.62542,264.35352,269.62735,259.7094,273.30488,268.36821,265.03576,265.68037,266.60919,255.7085,279.46528,267.23536,264.70415,261.53999,254.22005,258.44917,284.95942,271.89872,266.54976,5.6457417,3.5149408,3.6628032,3.4558277,3.4126207,3.3568444,5.5606991,4.7865313,3.4567902,4.0746221,3.8618704,3.5852074,5.0270381,5.9362539,3.3560057,5.2431673,4.4452379,3.7885955,302.22103,302.22103,315.8696,319.65191,329.95829,330.62392,330.62392,332.99362,331.75494,340.79954,353.80168,353.80168,355.00192,354.32867,361.49619,383.7383,383.7383,392.04401,390.62609,376.05427,417.43625,417.43625,413.44307,398.27761,378.91792
171.92393,264.76343,267.01236,258.59412,272.62885,267.69463,264.77252,266.29657,265.71112,252.97898,278.47206,267.12723,264.47287,263.40448,255.38244,257.49176,284.50833,271.89983,266.50561,6.0851987,4.1917384,3.8406004,3.4403126,3.4139423,3.4399361,6.3054851,5.3468662,3.7095024,4.0013906,3.8547657,3.6725422,6.4033974,6.0415797,3.6787805,5.1060009,4.4479331,3.839906,321.16828,321.16828,333.20725,328.47593,338.33271,327.49208,327.49208,342.02768,341.91322,357.30251,349.85848,349.85848,370.1704,367.641,377.662,389.20275,389.20275,391.05432,384.95967,381.33952,405.61435,405.61435,388.20995,370.19314,368.82703
172.23053,265.44217,264.08467,259.08819,271.77955,266.7888,264.51842,267.3019,264.72574,252.1138,277.47268,266.91902,264.37462,264.38449,253.50038,255.85815,283.69252,271.46846,266.30087,6.0618292,4.6744085,4.3553245,3.4312224,3.4173167,3.4852439,6.5750319,5.5419591,4.1679094,4.0215566,3.8788377,3.7546606,7.1721469,5.294393,4.065357,5.1551515,4.4478579,3.8645456,311.54437,311.54437,327.49587,313.75154,319.47759,328.34786,328.34786,349.66443,338.32328,339.48985,364.35085,364.35085,365.70652,353.81513,347.81166,378.08088,378.08088,366.44411,352.2376,340.50856,366.73727,366.73727,359.98309,344.03842,334.9465
172.51495,266.02056,263.39867,260.09442,270.7706,265.70571,264.30618,267.4771,263.50165,252.45046,276.40938,266.66741,264.34261,264.20654,252.36576,253.78914,282.78418,270.87752,266.16626,5.9505895,5.1923434,5.405036,3.4002069,3.4323233,3.5148202,6.0602384,5.234035,4.3447034,3.9464479,3.8798572,3.7899084,6.2477024,4.9909964,3.8787744,4.8573052,4.374401,3.8310306,318.2328,318.2328,335.67332,330.97173,328.71634,344.93357,344.93357,346.33329,341.23648,336.05561,351.67195,351.67195,347.42324,339.53125,337.53844,345.34333,345.34333,346.53349,341.07039,345.07556,348.16865,348.16865,356.39698,351.27126,360.63526
172.84,266.41516,263.31021,262.25625,269.65468,264.41004,264.15731,266.51038,264.0393,252.97268,275.21227,266.34688,264.30902,264.49764,253.44007,251.735,281.61988,270.23566,266.12452,5.4282509,5.4251388,5.6182361,3.4022845,3.4389964,3.579568,5.4659686,5.3284048,4.8699792,3.9251378,3.8556449,3.7532586,5.5029314,4.9787454,4.2443605,4.69399,4.2775216,3.8032253,328.47427,328.47427,332.71439,326.4974,325.51084,335.29628,335.29628,337.88327,323.14382,325.87958,337.4986,337.4986,344.67222,324.90638,332.13635,344.2214,344.2214,359.25323,339.69989,348.49602,360.67048,360.67048,375.33471,352.15316,361.53747
173.14067,264.62321,260.5442,262.42329,268.31066,263.03683,264.11614,266.09651,263.74901,253.56235,273.80603,265.86761,264.35879,263.85431,255.29781,250.57219,280.2998,269.56961,266.03293,3.9577389,4.0743152,5.1426909,3.3322794,3.3818225,3.7501649,5.6604688,5.5499898,5.8558157,3.8228542,3.7600401,3.7583676,4.9656596,4.6107292,4.478994,4.5108741,4.1284501,3.7761922,325.64921,325.64921,335.6148,318.90835,309.82142,325.92196,325.92196,343.26255,326.38878,317.07391,328.78454,328.78454,353.89327,342.84469,333.21985,352.74468,352.74468,371.72893,362.27465,352.81728,375.50579,375.50579,389.2087,383.06951,369.85057
173.40198,261.30897,258.52257,262.46111,266.86984,261.94591,264.34346,265.40637,261.03303,255.15395,272.3917,265.23899,264.6261,261.54097,255.91187,250.07608,279.00629,268.97997,265.86045,3.0048719,3.5001767,6.433367,3.3044325,3.4103489,4.1230639,4.9029239,4.857943,7.199559,3.6918914,3.6877273,3.8929514,4.959383,4.6951771,4.2231369,4.29325,3.9941032,3.7804662,312.16347,312.16347,327.1104,339.67885,326.14061,312.80421,312.80421,333.08237,353.75657,347.44745,339.87939,339.87939,349.97136,367.09174,369.17636,362.40799,362.40799,364.25092,378.38896,385.31935,373.58214,373.58214,369.87598,387.46497,393.50756
173.73479,257.71208,259.74138,268.37063,265.48273,261.10159,265.36328,262.76647,259.23633,260.67897,270.79003,264.45583,265.26147,260.24859,256.30795,250.49463,277.31654,268.26861,265.68984,2.9497849,5.1057247,10.090579,3.353466,3.5907786,4.9199284,3.5127035,4.7055193,9.6877699,3.6070555,3.7420269,4.3678204,4.7762359,5.6638445,4.7236696,4.1201433,3.9433359,3.8943498,327.00174,327.00174,328.18777,337.01578,347.22445,354.53774,354.53774,351.95962,348.02275,355.37276,376.59592,376.59592,365.38577,353.82482,360.96485,388.23814,388.23814,369.75428,360.18016,369.6537,402.24521,402.24521,386.28342,381.95854,384.71359
174.01243,255.19359,261.83911,275.30506,264.67695,260.61067,267.25661,260.34824,260.65908,271.36386,269.27848,263.73732,266.1866,258.01527,258.79791,251.78962,275.40748,267.39261,265.59752,3.069434,6.2504635,10.447376,3.405799,3.7062794,5.4316612,3.3826612,5.7250306,10.579087,3.5961005,3.8669816,4.7893345,4.221892,6.1974946,5.0852675,3.969918,3.910604,3.9675246,346.92918,346.92918,360.22674,355.65729,345.68516,350.86782,350.86782,364.56273,359.81964,351.70851,362.58213,362.58213,369.70782,370.27299,363.28109,376.48858,376.48858,383.555,393.21978,384.10973,386.9362,386.9362,401.9225,413.45837,403.43419
174.32619,254.16347,262.05494,281.65753,264.46144,260.35617,270.17771,259.79934,262.93386,282.26276,268.16275,264.20945,267.39971,256.10358,262.17343,253.43113,273.75496,266.79028,265.61027,3.0626925,5.1606379,8.9432368,3.457107,3.7647688,5.46031,3.5368097,5.8150749,8.6882369,3.6366026,4.1285037,5.1172608,3.9364644,5.7420299,4.7257418,3.8828084,4.0554936,4.0973095,315.6456,315.6456,330.92837,348.98931,351.69756,330.47192,330.47192,337.55301,356.56103,361.84597,341.99105,341.99105,346.53814,366.96312,371.53872,345.18128,345.18128,352.56586,373.29155,383.43791,346.34834,346.34834,355.37903,375.7185,391.688
174.6289,253.29796,263.19339,290.41514,264.44272,260.29601,273.49651,259.16124,266.38717,288.85474,267.2756,266.19952,269.15733,256.48624,267.03162,255.28641,272.31289,269.12832,265.93918,2.9588443,4.2334414,9.0632287,3.4418794,3.788336,5.3252302,3.409338,5.7325057,6.3079283,3.6019154,4.2926993,5.0763974,3.765692,5.2902548,4.1987663,3.8545653,4.6233448,4.2379977,313.52897,313.52897,313.40538,318.20403,329.71552,322.8288,322.8288,320.62756,325.00831,333.42823,325.29739,325.29739,323.6326,325.29903,331.67024,327.98362,327.98362,323.67917,322.61244,327.11454,331.17849,331.17849,321.96759,322.6021,323.39606
174.94227,252.86089,265.0433,291.54502,264.33612,260.88367,276.2496,258.33196,270.36714,290.0594,266.64664,266.80698,271.21454,257.50773,272.02756,256.90856,271.41636,275.05373,267.67337,2.9011593,4.0108028,7.9884799,3.4266445,3.8237317,5.3083323,3.1728192,5.4747701,5.2602414,3.5962019,4.2880306,5.2097976,3.7647168,5.4465429,3.8403393,3.8931476,5.6771884,4.3377574,307.36187,307.36187,305.92692,304.88392,306.00152,309.53298,309.53298,307.9117,306.09714,306.3287,311.47377,311.47377,309.92012,304.84148,302.68289,315.34524,315.34524,306.90033,304.45837,301.14214,325.97151,325.97151,305.86798,310.69164,305.21736
175.23019,253.63211,267.54131,287.47449,264.14182,262.06719,278.7905,257.67156,271.45562,289.13157,266.27626,266.65837,273.71351,257.44996,274.82335,257.50555,271.21625,277.94193,271.10285,2.9470231,4.4147971,5.6538943,3.3973683,3.8593499,5.3791907,3.0431279,4.6213044,4.6984419,3.6006194,4.2580057,5.9225346,3.4491983,5.4345869,3.5211252,3.8471735,5.6642057,4.4338326,303.39254,303.39254,299.9937,296.853,295.54649,317.37712,317.37712,302.82645,297.15001,295.67846,341.28301,341.28301,304.33483,299.49407,296.87985,368.13491,368.13491,314.56369,302.93169,303.06122,386.48391,386.48391,349.97418,318.46137,317.23971
